,case,event,startTime,completeTime,AMOUNT_REQ,REG_DATE,org:resource
1056,173880,O_SENT,2011/10/28 16:27:25.432,2011/10/28 16:27:25.432,50000,2011/10/02 13:24:15.505,11169
1057,173880,O_SENT,2011/10/28 16:27:25.432,2011/10/28 16:27:25.432,50000,2011/10/02 13:24:15.505,11169
1058,173880,W_Nabellen incomplete dossiers,2011/10/28 16:32:53.230,2011/10/28 16:33:57.742,50000,2011/10/02 13:24:15.505,11169
1059,173880,W_Nabellen incomplete dossiers,2011/10/28 19:49:41.304,2011/10/28 19:51:35.241,50000,2011/10/02 13:24:15.505,10913
1060,173880,W_Nabellen incomplete dossiers,2011/11/03 08:54:27.138,2011/11/03 08:54:48.985,50000,2011/10/02 13:24:15.505,11049
1061,173880,W_Nabellen incomplete dossiers,2011/11/04 11:45:24.188,2011/11/04 11:46:12.618,50000,2011/10/02 13:24:15.505,10789
1062,173880,O_SENT_BACK,2011/11/04 11:46:11.099,2011/11/04 11:46:11.099,50000,2011/10/02 13:24:15.505,10789
1063,173880,O_SENT_BACK,2011/11/04 11:46:11.099,2011/11/04 11:46:11.099,50000,2011/10/02 13:24:15.505,10789
1064,173880,W_Valideren aanvraag,2011/11/04 13:03:55.257,2011/11/04 13:09:47.086,50000,2011/10/02 13:24:15.505,10138
1065,173880,O_ACCEPTED,2011/11/04 13:09:38.785,2011/11/04 13:09:38.785,50000,2011/10/02 13:24:15.505,10138
1066,173880,A_APPROVED,2011/11/04 13:09:38.785,2011/11/04 13:09:38.785,50000,2011/10/02 13:24:15.505,10138
1067,173880,A_REGISTERED,2011/11/04 13:09:38.785,2011/11/04 13:09:38.785,50000,2011/10/02 13:24:15.505,10138
1068,173880,A_ACTIVATED,2011/11/04 13:09:38.786,2011/11/04 13:09:38.786,50000,2011/10/02 13:24:15.505,10138
1069,173883,A_SUBMITTED,2011/10/02 13:46:35.860,2011/10/02 13:46:35.860,2500,2011/10/02 13:46:35.860,112
1070,173883,A_PARTLYSUBMITTED,2011/10/02 13:46:36.033,2011/10/02 13:46:36.033,2500,2011/10/02 13:46:35.860,112
1071,173883,A_DECLINED,2011/10/02 13:46:38.055,2011/10/02 13:46:38.055,2500,2011/10/02 13:46:35.860,112
1072,173886,A_SUBMITTED,2011/10/02 13:52:34.123,2011/10/02 13:52:34.123,3000,2011/10/02 13:52:34.123,112
1073,173886,A_PARTLYSUBMITTED,2011/10/02 13:52:34.218,2011/10/02 13:52:34.218,3000,2011/10/02 13:52:34.123,112
1074,173886,A_DECLINED,2011/10/02 13:53:12.968,2011/10/02 13:53:12.968,3000,2011/10/02 13:52:34.123,112
1075,173889,A_SUBMITTED,2011/10/02 14:42:12.094,2011/10/02 14:42:12.094,7500,2011/10/02 14:42:12.094,112
1076,173889,A_PARTLYSUBMITTED,2011/10/02 14:42:14.078,2011/10/02 14:42:14.078,7500,2011/10/02 14:42:12.094,112
1077,173889,A_PARTLYSUBMITTED,2011/10/02 14:42:14.078,2011/10/02 14:42:14.078,7500,2011/10/02 14:42:12.094,112
1078,173889,W_Afhandelen leads,2011/10/03 09:33:51.963,2011/10/03 09:36:33.795,7500,2011/10/02 14:42:12.094,11001
1079,173889,A_DECLINED,2011/10/03 09:36:30.650,2011/10/03 09:36:30.650,7500,2011/10/02 14:42:12.094,11001
1080,173892,A_SUBMITTED,2011/10/02 14:53:44.931,2011/10/02 14:53:44.931,15000,2011/10/02 14:53:44.931,112
1081,173892,A_PARTLYSUBMITTED,2011/10/02 14:53:45.320,2011/10/02 14:53:45.320,15000,2011/10/02 14:53:44.931,112
1082,173892,A_DECLINED,2011/10/02 14:54:21.542,2011/10/02 14:54:21.542,15000,2011/10/02 14:53:44.931,112
1083,173895,A_SUBMITTED,2011/10/02 16:03:10.035,2011/10/02 16:03:10.035,5500,2011/10/02 16:03:10.034,112
1084,173895,A_PARTLYSUBMITTED,2011/10/02 16:03:10.190,2011/10/02 16:03:10.190,5500,2011/10/02 16:03:10.034,112
1085,173895,A_DECLINED,2011/10/02 16:03:50.333,2011/10/02 16:03:50.333,5500,2011/10/02 16:03:10.034,112
1086,173898,A_SUBMITTED,2011/10/02 16:05:39.817,2011/10/02 16:05:39.817,7000,2011/10/02 16:05:39.817,112
1087,173898,A_PARTLYSUBMITTED,2011/10/02 16:05:40.009,2011/10/02 16:05:40.009,7000,2011/10/02 16:05:39.817,112
1088,173898,A_PARTLYSUBMITTED,2011/10/02 16:05:40.009,2011/10/02 16:05:40.009,7000,2011/10/02 16:05:39.817,112
1089,173898,W_Afhandelen leads,2011/10/03 09:34:01.763,2011/10/03 09:37:07.261,7000,2011/10/02 16:05:39.817,10889
1090,173898,A_PREACCEPTED,2011/10/03 09:37:05.968,2011/10/03 09:37:05.968,7000,2011/10/02 16:05:39.817,10889
1091,173898,A_PREACCEPTED,2011/10/03 09:37:05.968,2011/10/03 09:37:05.968,7000,2011/10/02 16:05:39.817,10889
1092,173898,W_Completeren aanvraag,2011/10/03 13:56:51.033,2011/10/03 13:58:22.015,7000,2011/10/02 16:05:39.817,10889
1093,173898,W_Completeren aanvraag,2011/10/03 16:00:42.930,2011/10/03 16:45:50.298,7000,2011/10/02 16:05:39.817,11201
1094,173898,W_Completeren aanvraag,2011/10/03 16:45:52.673,2011/10/03 16:51:51.267,7000,2011/10/02 16:05:39.817,10889
1095,173898,A_ACCEPTED,2011/10/03 16:50:37.386,2011/10/03 16:50:37.386,7000,2011/10/02 16:05:39.817,10889
1096,173898,A_FINALIZED,2011/10/03 16:51:47.497,2011/10/03 16:51:47.497,7000,2011/10/02 16:05:39.817,10889
1097,173898,O_SELECTED,2011/10/03 16:51:47.497,2011/10/03 16:51:47.497,7000,2011/10/02 16:05:39.817,10889
1098,173898,O_CREATED,2011/10/03 16:51:48.963,2011/10/03 16:51:48.963,7000,2011/10/02 16:05:39.817,10889
1099,173898,O_SENT,2011/10/03 16:51:48.989,2011/10/03 16:51:48.989,7000,2011/10/02 16:05:39.817,10889
1100,173898,O_SENT,2011/10/03 16:51:48.989,2011/10/03 16:51:48.989,7000,2011/10/02 16:05:39.817,10889
1101,173898,W_Nabellen offertes,2011/10/10 18:42:14.545,2011/10/10 18:44:19.632,7000,2011/10/02 16:05:39.817,11119
1102,173898,W_Nabellen offertes,2011/10/12 16:22:04.093,2011/10/12 16:22:54.425,7000,2011/10/02 16:05:39.817,11180
1103,173898,W_Nabellen offertes,2011/10/13 19:54:37.025,2011/10/13 20:00:48.827,7000,2011/10/02 16:05:39.817,11201
1104,173898,O_CANCELLED,2011/10/13 20:00:46.495,2011/10/13 20:00:46.495,7000,2011/10/02 16:05:39.817,11201
1105,173898,A_CANCELLED,2011/10/13 20:00:46.495,2011/10/13 20:00:46.495,7000,2011/10/02 16:05:39.817,11201
1106,173901,A_SUBMITTED,2011/10/02 16:12:08.647,2011/10/02 16:12:08.647,5750,2011/10/02 16:12:08.647,112
1107,173901,A_PARTLYSUBMITTED,2011/10/02 16:12:08.808,2011/10/02 16:12:08.808,5750,2011/10/02 16:12:08.647,112
1108,173901,A_PARTLYSUBMITTED,2011/10/02 16:12:08.808,2011/10/02 16:12:08.808,5750,2011/10/02 16:12:08.647,112
1109,173901,W_Afhandelen leads,2011/10/03 09:30:52.641,2011/10/03 09:33:46.747,5750,2011/10/02 16:12:08.647,10889
1110,173901,A_DECLINED,2011/10/03 09:33:41.954,2011/10/03 09:33:41.954,5750,2011/10/02 16:12:08.647,10889
1111,173904,A_SUBMITTED,2011/10/02 16:52:36.497,2011/10/02 16:52:36.497,5000,2011/10/02 16:52:36.497,112
1112,173904,A_PARTLYSUBMITTED,2011/10/02 16:52:36.702,2011/10/02 16:52:36.702,5000,2011/10/02 16:52:36.497,112
1113,173904,A_PARTLYSUBMITTED,2011/10/02 16:52:36.702,2011/10/02 16:52:36.702,5000,2011/10/02 16:52:36.497,112
1114,173904,W_Afhandelen leads,2011/10/03 09:29:32.067,2011/10/03 09:35:23.133,5000,2011/10/02 16:52:36.497,10889
1115,173904,A_DECLINED,2011/10/03 09:35:18.794,2011/10/03 09:35:18.794,5000,2011/10/02 16:52:36.497,10889
1116,173907,A_SUBMITTED,2011/10/02 16:53:33.000,2011/10/02 16:53:33.000,5000,2011/10/02 16:53:33.000,112
1117,173907,A_PARTLYSUBMITTED,2011/10/02 16:53:33.152,2011/10/02 16:53:33.152,5000,2011/10/02 16:53:33.000,112
1118,173907,A_DECLINED,2011/10/02 16:54:13.473,2011/10/02 16:54:13.473,5000,2011/10/02 16:53:33.000,112
1119,173910,A_SUBMITTED,2011/10/02 17:17:43.476,2011/10/02 17:17:43.476,4000,2011/10/02 17:17:43.476,112
1120,173910,A_PARTLYSUBMITTED,2011/10/02 17:17:43.673,2011/10/02 17:17:43.673,4000,2011/10/02 17:17:43.476,112
1121,173910,A_DECLINED,2011/10/02 17:18:26.119,2011/10/02 17:18:26.119,4000,2011/10/02 17:17:43.476,112
1122,173913,A_SUBMITTED,2011/10/02 17:18:05.023,2011/10/02 17:18:05.023,5500,2011/10/02 17:18:05.023,112
1123,173913,A_PARTLYSUBMITTED,2011/10/02 17:18:05.154,2011/10/02 17:18:05.154,5500,2011/10/02 17:18:05.023,112
1124,173913,A_PREACCEPTED,2011/10/02 17:18:41.088,2011/10/02 17:18:41.088,5500,2011/10/02 17:18:05.023,112
1125,173913,A_PREACCEPTED,2011/10/02 17:18:41.088,2011/10/02 17:18:41.088,5500,2011/10/02 17:18:05.023,112
1126,173913,W_Completeren aanvraag,2011/10/03 10:27:15.602,2011/10/03 10:43:52.429,5500,2011/10/02 17:18:05.023,112
1127,173913,A_ACCEPTED,2011/10/03 10:33:01.862,2011/10/03 10:33:01.862,5500,2011/10/02 17:18:05.023,11202
1128,173913,A_FINALIZED,2011/10/03 10:43:47.996,2011/10/03 10:43:47.996,5500,2011/10/02 17:18:05.023,11202
1129,173913,O_SELECTED,2011/10/03 10:43:47.996,2011/10/03 10:43:47.996,5500,2011/10/02 17:18:05.023,11202
1130,173913,O_CREATED,2011/10/03 10:43:51.087,2011/10/03 10:43:51.087,5500,2011/10/02 17:18:05.023,11202
1131,173913,O_SENT,2011/10/03 10:43:51.111,2011/10/03 10:43:51.111,5500,2011/10/02 17:18:05.023,11202
1132,173913,O_SENT,2011/10/03 10:43:51.111,2011/10/03 10:43:51.111,5500,2011/10/02 17:18:05.023,11202
1133,173913,W_Nabellen offertes,2011/10/03 10:44:12.163,2011/10/03 10:52:28.959,5500,2011/10/02 17:18:05.023,11202
1134,173913,W_Nabellen offertes,2011/10/06 11:09:08.175,2011/10/06 11:14:33.262,5500,2011/10/02 17:18:05.023,10939
1135,173913,W_Nabellen offertes,2011/10/10 13:50:43.132,2011/10/10 13:51:23.171,5500,2011/10/02 17:18:05.023,10899
1136,173913,O_SENT_BACK,2011/10/10 13:51:21.045,2011/10/10 13:51:21.045,5500,2011/10/02 17:18:05.023,10899
1137,173913,O_SENT_BACK,2011/10/10 13:51:21.045,2011/10/10 13:51:21.045,5500,2011/10/02 17:18:05.023,10899
1138,173913,W_Valideren aanvraag,2011/10/12 15:20:50.322,2011/10/12 15:54:05.047,5500,2011/10/02 17:18:05.023,10809
1139,173913,W_Valideren aanvraag,2011/10/12 15:54:14.138,2011/10/12 16:01:06.251,5500,2011/10/02 17:18:05.023,10809
1140,173913,O_ACCEPTED,2011/10/12 16:00:58.539,2011/10/12 16:00:58.539,5500,2011/10/02 17:18:05.023,10809
1141,173913,A_ACTIVATED,2011/10/12 16:00:58.540,2011/10/12 16:00:58.540,5500,2011/10/02 17:18:05.023,10809
1142,173913,A_APPROVED,2011/10/12 16:00:58.540,2011/10/12 16:00:58.540,5500,2011/10/02 17:18:05.023,10809
1143,173913,A_REGISTERED,2011/10/12 16:00:58.540,2011/10/12 16:00:58.540,5500,2011/10/02 17:18:05.023,10809
1144,173916,A_SUBMITTED,2011/10/02 17:45:59.197,2011/10/02 17:45:59.197,2500,2011/10/02 17:45:59.197,112
1145,173916,A_PARTLYSUBMITTED,2011/10/02 17:45:59.609,2011/10/02 17:45:59.609,2500,2011/10/02 17:45:59.197,112
1146,173916,A_PARTLYSUBMITTED,2011/10/02 17:45:59.609,2011/10/02 17:45:59.609,2500,2011/10/02 17:45:59.197,112
1147,173916,W_Beoordelen fraude,2011/10/03 11:00:19.319,2011/10/03 11:00:29.974,2500,2011/10/02 17:45:59.197,10188
1148,173916,W_Beoordelen fraude,2011/10/03 11:01:06.940,2011/10/03 11:01:13.930,2500,2011/10/02 17:45:59.197,10188
1149,173916,W_Beoordelen fraude,2011/10/03 11:19:01.066,2011/10/03 11:19:30.719,2500,2011/10/02 17:45:59.197,10188
1150,173916,A_DECLINED,2011/10/03 11:19:27.123,2011/10/03 11:19:27.123,2500,2011/10/02 17:45:59.197,10188
1151,173919,A_SUBMITTED,2011/10/02 17:55:10.791,2011/10/02 17:55:10.791,4000,2011/10/02 17:55:10.791,112
1152,173919,A_PARTLYSUBMITTED,2011/10/02 17:55:11.029,2011/10/02 17:55:11.029,4000,2011/10/02 17:55:10.791,112
1153,173919,A_PARTLYSUBMITTED,2011/10/02 17:55:11.029,2011/10/02 17:55:11.029,4000,2011/10/02 17:55:10.791,112
1154,173919,W_Afhandelen leads,2011/10/03 09:29:21.523,2011/10/03 09:30:25.912,4000,2011/10/02 17:55:10.791,10889
1155,173919,A_PREACCEPTED,2011/10/03 09:30:24.864,2011/10/03 09:30:24.864,4000,2011/10/02 17:55:10.791,10889
1156,173919,A_PREACCEPTED,2011/10/03 09:30:24.864,2011/10/03 09:30:24.864,4000,2011/10/02 17:55:10.791,10889
1157,173919,W_Completeren aanvraag,2011/10/03 12:26:16.992,2011/10/03 12:28:21.565,4000,2011/10/02 17:55:10.791,11180
1158,173919,W_Completeren aanvraag,2011/10/03 16:07:00.651,2011/10/03 16:08:25.794,4000,2011/10/02 17:55:10.791,11201
1159,173919,W_Completeren aanvraag,2011/10/03 16:16:00.096,2011/10/03 16:16:07.842,4000,2011/10/02 17:55:10.791,11201
1160,173919,W_Completeren aanvraag,2011/10/03 16:51:20.228,2011/10/03 16:52:30.676,4000,2011/10/02 17:55:10.791,11001
1161,173919,W_Completeren aanvraag,2011/10/04 11:58:54.797,2011/10/04 12:04:02.652,4000,2011/10/02 17:55:10.791,11001
1162,173919,A_CANCELLED,2011/10/04 12:04:00.531,2011/10/04 12:04:00.531,4000,2011/10/02 17:55:10.791,11202
1163,173922,A_SUBMITTED,2011/10/02 17:56:36.477,2011/10/02 17:56:36.477,15000,2011/10/02 17:56:36.477,112
1164,173922,A_PARTLYSUBMITTED,2011/10/02 17:56:36.709,2011/10/02 17:56:36.709,15000,2011/10/02 17:56:36.477,112
1165,173922,A_DECLINED,2011/10/02 17:57:17.598,2011/10/02 17:57:17.598,15000,2011/10/02 17:56:36.477,112
1166,173925,A_SUBMITTED,2011/10/02 18:00:06.036,2011/10/02 18:00:06.036,5000,2011/10/02 18:00:06.036,112
1167,173925,A_PARTLYSUBMITTED,2011/10/02 18:00:06.117,2011/10/02 18:00:06.117,5000,2011/10/02 18:00:06.036,112
1168,173925,A_PARTLYSUBMITTED,2011/10/02 18:00:06.117,2011/10/02 18:00:06.117,5000,2011/10/02 18:00:06.036,112
1169,173925,W_Afhandelen leads,2011/10/03 09:24:16.662,2011/10/03 09:28:17.820,5000,2011/10/02 18:00:06.036,10889
1170,173925,A_PREACCEPTED,2011/10/03 09:28:16.702,2011/10/03 09:28:16.702,5000,2011/10/02 18:00:06.036,10889
1171,173925,A_PREACCEPTED,2011/10/03 09:28:16.702,2011/10/03 09:28:16.702,5000,2011/10/02 18:00:06.036,10889
1172,173925,W_Completeren aanvraag,2011/10/03 12:11:58.356,2011/10/03 12:21:41.799,5000,2011/10/02 18:00:06.036,10889
1173,173925,W_Completeren aanvraag,2011/10/03 12:21:52.565,2011/10/03 12:23:42.976,5000,2011/10/02 18:00:06.036,10889
1174,173925,A_DECLINED,2011/10/03 12:23:39.771,2011/10/03 12:23:39.771,5000,2011/10/02 18:00:06.036,11120
1175,173928,A_SUBMITTED,2011/10/02 18:30:01.576,2011/10/02 18:30:01.576,33000,2011/10/02 18:30:01.576,112
1176,173928,A_PARTLYSUBMITTED,2011/10/02 18:30:01.801,2011/10/02 18:30:01.801,33000,2011/10/02 18:30:01.576,112
1177,173928,A_PREACCEPTED,2011/10/02 18:30:55.846,2011/10/02 18:30:55.846,33000,2011/10/02 18:30:01.576,112
1178,173928,A_PREACCEPTED,2011/10/02 18:30:55.846,2011/10/02 18:30:55.846,33000,2011/10/02 18:30:01.576,112
1179,173928,W_Completeren aanvraag,2011/10/03 10:28:45.688,2011/10/03 10:29:11.646,33000,2011/10/02 18:30:01.576,112
1180,173928,W_Completeren aanvraag,2011/10/03 10:56:03.124,2011/10/03 10:58:03.556,33000,2011/10/02 18:30:01.576,11180
1181,173928,W_Completeren aanvraag,2011/10/03 15:15:05.099,2011/10/03 15:29:08.224,33000,2011/10/02 18:30:01.576,11180
1182,173928,A_ACCEPTED,2011/10/03 15:23:23.782,2011/10/03 15:23:23.782,33000,2011/10/02 18:30:01.576,11180
1183,173928,O_SELECTED,2011/10/03 15:29:05.426,2011/10/03 15:29:05.426,33000,2011/10/02 18:30:01.576,11180
1184,173928,A_FINALIZED,2011/10/03 15:29:05.426,2011/10/03 15:29:05.426,33000,2011/10/02 18:30:01.576,11180
1185,173928,O_CREATED,2011/10/03 15:29:06.737,2011/10/03 15:29:06.737,33000,2011/10/02 18:30:01.576,11180
1186,173928,O_SENT,2011/10/03 15:29:06.772,2011/10/03 15:29:06.772,33000,2011/10/02 18:30:01.576,11180
1187,173928,O_SENT,2011/10/03 15:29:06.772,2011/10/03 15:29:06.772,33000,2011/10/02 18:30:01.576,11180
1188,173928,W_Nabellen offertes,2011/10/03 15:29:35.675,2011/10/03 15:30:11.254,33000,2011/10/02 18:30:01.576,11180
1189,173928,O_CANCELLED,2011/10/03 15:30:07.474,2011/10/03 15:30:07.474,33000,2011/10/02 18:30:01.576,11180
1190,173928,O_SELECTED,2011/10/03 15:30:07.474,2011/10/03 15:30:07.474,33000,2011/10/02 18:30:01.576,11180
1191,173928,O_CREATED,2011/10/03 15:30:09.051,2011/10/03 15:30:09.051,33000,2011/10/02 18:30:01.576,11180
1192,173928,O_SENT,2011/10/03 15:30:09.183,2011/10/03 15:30:09.183,33000,2011/10/02 18:30:01.576,11180
1193,173928,O_SENT,2011/10/03 15:30:09.183,2011/10/03 15:30:09.183,33000,2011/10/02 18:30:01.576,11180
1194,173928,W_Nabellen offertes,2011/10/03 15:30:20.678,2011/10/03 15:31:48.946,33000,2011/10/02 18:30:01.576,11180
1195,173928,W_Nabellen offertes,2011/10/10 18:25:51.132,2011/10/10 18:28:06.969,33000,2011/10/02 18:30:01.576,11119
1196,173928,W_Nabellen offertes,2011/10/12 16:10:54.038,2011/10/12 16:13:02.596,33000,2011/10/02 18:30:01.576,11180
1197,173928,W_Nabellen offertes,2011/10/21 12:31:43.535,2011/10/21 12:32:29.286,33000,2011/10/02 18:30:01.576,11180
1198,173928,W_Nabellen offertes,2011/10/21 20:25:30.300,2011/10/21 20:25:44.173,33000,2011/10/02 18:30:01.576,10609
1199,173928,W_Nabellen offertes,2011/10/24 16:11:23.879,2011/10/24 16:13:24.862,33000,2011/10/02 18:30:01.576,11180
1200,173928,W_Nabellen offertes,2011/10/26 10:22:32.071,2011/10/26 10:23:29.189,33000,2011/10/02 18:30:01.576,11180
1201,173928,O_SENT_BACK,2011/10/26 10:23:27.146,2011/10/26 10:23:27.146,33000,2011/10/02 18:30:01.576,11029
1202,173928,O_SENT_BACK,2011/10/26 10:23:27.146,2011/10/26 10:23:27.146,33000,2011/10/02 18:30:01.576,11029
1203,173928,W_Valideren aanvraag,2011/10/31 12:49:16.772,2011/10/31 13:19:02.672,33000,2011/10/02 18:30:01.576,10629
1204,173928,W_Valideren aanvraag,2011/10/31 12:49:16.772,2011/10/31 13:19:02.672,33000,2011/10/02 18:30:01.576,10629
1205,173928,W_Nabellen incomplete dossiers,2011/10/31 17:10:03.655,2011/10/31 17:17:03.098,33000,2011/10/02 18:30:01.576,10889
1206,173928,W_Nabellen incomplete dossiers,2011/11/01 11:18:38.460,2011/11/01 11:19:59.351,33000,2011/10/02 18:30:01.576,11169
1207,173928,W_Nabellen incomplete dossiers,2011/11/01 16:37:25.190,2011/11/01 16:40:13.796,33000,2011/10/02 18:30:01.576,11169
1208,173928,W_Nabellen incomplete dossiers,2011/11/01 18:47:22.543,2011/11/01 19:00:06.621,33000,2011/10/02 18:30:01.576,10913
1209,173928,W_Nabellen incomplete dossiers,2011/11/03 08:49:02.135,2011/11/03 08:49:14.275,33000,2011/10/02 18:30:01.576,11049
1210,173928,W_Nabellen incomplete dossiers,2011/11/07 08:56:57.954,2011/11/07 08:57:43.433,33000,2011/10/02 18:30:01.576,10809
1211,173928,W_Nabellen incomplete dossiers,2011/11/09 10:37:05.405,2011/11/09 10:38:12.075,33000,2011/10/02 18:30:01.576,11049
1212,173928,W_Nabellen incomplete dossiers,2011/11/09 10:37:05.405,2011/11/09 10:38:12.075,33000,2011/10/02 18:30:01.576,11049
1213,173928,W_Valideren aanvraag,2011/11/09 12:11:21.675,2011/11/09 12:18:51.666,33000,2011/10/02 18:30:01.576,10629
1214,173928,W_Valideren aanvraag,2011/11/09 12:11:21.675,2011/11/09 12:18:51.666,33000,2011/10/02 18:30:01.576,10629
1215,173928,W_Nabellen incomplete dossiers,2011/11/09 13:17:10.433,2011/11/09 13:22:22.129,33000,2011/10/02 18:30:01.576,11169
1216,173928,W_Nabellen incomplete dossiers,2011/11/09 13:22:27.778,2011/11/09 13:22:39.035,33000,2011/10/02 18:30:01.576,11169
1217,173928,W_Nabellen incomplete dossiers,2011/11/09 18:13:46.087,2011/11/09 18:16:05.562,33000,2011/10/02 18:30:01.576,11119
1218,173928,W_Nabellen incomplete dossiers,2011/11/10 11:31:13.653,2011/11/10 11:31:22.027,33000,2011/10/02 18:30:01.576,11049
1219,173928,W_Nabellen incomplete dossiers,2011/11/10 20:47:02.227,2011/11/10 20:50:24.012,33000,2011/10/02 18:30:01.576,11169
1220,173928,W_Nabellen incomplete dossiers,2011/11/12 10:28:28.085,2011/11/12 10:33:10.976,33000,2011/10/02 18:30:01.576,10913
1221,173928,W_Nabellen incomplete dossiers,2011/11/17 15:34:18.708,2011/11/17 15:34:29.056,33000,2011/10/02 18:30:01.576,11049
1222,173928,W_Nabellen incomplete dossiers,2011/11/18 09:21:48.689,2011/11/18 09:29:30.181,33000,2011/10/02 18:30:01.576,11169
1223,173928,W_Nabellen incomplete dossiers,2011/11/18 15:39:58.365,2011/11/18 15:40:10.727,33000,2011/10/02 18:30:01.576,11169
1224,173928,W_Nabellen incomplete dossiers,2011/11/18 16:24:52.470,2011/11/18 16:25:37.586,33000,2011/10/02 18:30:01.576,11169
1225,173928,W_Nabellen incomplete dossiers,2011/11/18 20:46:01.985,2011/11/18 20:46:59.526,33000,2011/10/02 18:30:01.576,11122
1226,173928,W_Nabellen incomplete dossiers,2011/11/19 10:39:22.521,2011/11/19 10:40:38.638,33000,2011/10/02 18:30:01.576,10861
1227,173928,W_Nabellen incomplete dossiers,2011/11/19 13:58:02.789,2011/11/19 13:58:56.101,33000,2011/10/02 18:30:01.576,10861
1228,173928,W_Nabellen incomplete dossiers,2011/11/21 09:30:36.848,2011/11/21 09:33:07.672,33000,2011/10/02 18:30:01.576,10629
1229,173928,W_Nabellen incomplete dossiers,2011/11/21 10:00:37.938,2011/11/21 10:01:50.189,33000,2011/10/02 18:30:01.576,10910
1230,173928,W_Nabellen incomplete dossiers,2011/11/21 20:42:18.539,2011/11/21 20:44:46.868,33000,2011/10/02 18:30:01.576,10929
1231,173928,W_Nabellen incomplete dossiers,2011/11/22 11:26:45.086,2011/11/22 11:27:47.464,33000,2011/10/02 18:30:01.576,10929
1232,173928,W_Nabellen incomplete dossiers,2011/11/22 14:42:35.610,2011/11/22 14:49:49.610,33000,2011/10/02 18:30:01.576,11189
1233,173928,W_Nabellen incomplete dossiers,2011/11/24 10:45:32.987,2011/11/24 10:48:23.675,33000,2011/10/02 18:30:01.576,11049
1234,173928,W_Nabellen incomplete dossiers,2011/11/25 14:15:42.292,2011/11/25 14:16:47.956,33000,2011/10/02 18:30:01.576,10910
1235,173928,W_Nabellen incomplete dossiers,2011/11/26 10:13:09.230,2011/11/26 10:15:39.677,33000,2011/10/02 18:30:01.576,11000
1236,173928,W_Nabellen incomplete dossiers,2011/11/26 14:33:33.432,2011/11/26 14:34:49.512,33000,2011/10/02 18:30:01.576,11000
1237,173928,W_Nabellen incomplete dossiers,2011/11/28 10:35:55.189,2011/11/28 10:47:59.875,33000,2011/10/02 18:30:01.576,10931
1238,173928,W_Nabellen incomplete dossiers,2011/11/28 15:32:01.998,2011/11/28 15:33:09.756,33000,2011/10/02 18:30:01.576,11259
1239,173928,W_Nabellen incomplete dossiers,2011/11/28 15:32:01.998,2011/11/28 15:33:09.756,33000,2011/10/02 18:30:01.576,11259
1240,173928,W_Valideren aanvraag,2011/11/29 09:11:09.367,2011/11/29 09:27:33.902,33000,2011/10/02 18:30:01.576,10972
1241,173928,O_ACCEPTED,2011/11/29 09:27:25.615,2011/11/29 09:27:25.615,33000,2011/10/02 18:30:01.576,10972
1242,173928,A_REGISTERED,2011/11/29 09:27:25.615,2011/11/29 09:27:25.615,33000,2011/10/02 18:30:01.576,10972
1243,173928,A_APPROVED,2011/11/29 09:27:25.615,2011/11/29 09:27:25.615,33000,2011/10/02 18:30:01.576,10972
1244,173928,A_ACTIVATED,2011/11/29 09:27:25.615,2011/11/29 09:27:25.615,33000,2011/10/02 18:30:01.576,10972
1245,173931,A_SUBMITTED,2011/10/02 19:27:33.681,2011/10/02 19:27:33.681,8000,2011/10/02 19:27:33.681,112
1246,173931,A_PARTLYSUBMITTED,2011/10/02 19:27:33.833,2011/10/02 19:27:33.833,8000,2011/10/02 19:27:33.681,112
1247,173931,A_DECLINED,2011/10/02 19:28:11.792,2011/10/02 19:28:11.792,8000,2011/10/02 19:27:33.681,112
1248,173934,A_SUBMITTED,2011/10/02 20:05:03.216,2011/10/02 20:05:03.216,15000,2011/10/02 20:05:03.215,112
1249,173934,A_PARTLYSUBMITTED,2011/10/02 20:05:03.493,2011/10/02 20:05:03.493,15000,2011/10/02 20:05:03.215,112
1250,173934,A_PARTLYSUBMITTED,2011/10/02 20:05:03.493,2011/10/02 20:05:03.493,15000,2011/10/02 20:05:03.215,112
1251,173934,W_Afhandelen leads,2011/10/03 09:24:04.854,2011/10/03 09:29:09.034,15000,2011/10/02 20:05:03.215,10889
1252,173934,A_DECLINED,2011/10/03 09:29:04.948,2011/10/03 09:29:04.948,15000,2011/10/02 20:05:03.215,10889
1253,173937,A_SUBMITTED,2011/10/02 21:07:34.738,2011/10/02 21:07:34.738,6000,2011/10/02 21:07:34.738,112
1254,173937,A_PARTLYSUBMITTED,2011/10/02 21:07:34.883,2011/10/02 21:07:34.883,6000,2011/10/02 21:07:34.738,112
1255,173937,A_PREACCEPTED,2011/10/02 21:08:17.740,2011/10/02 21:08:17.740,6000,2011/10/02 21:07:34.738,112
1256,173937,A_PREACCEPTED,2011/10/02 21:08:17.740,2011/10/02 21:08:17.740,6000,2011/10/02 21:07:34.738,112
1257,173937,W_Completeren aanvraag,2011/10/03 10:29:23.406,2011/10/03 10:32:58.570,6000,2011/10/02 21:07:34.738,112
1258,173937,W_Completeren aanvraag,2011/10/03 18:28:26.306,2011/10/03 18:29:18.658,6000,2011/10/02 21:07:34.738,11119
1259,173937,W_Completeren aanvraag,2011/10/04 12:30:31.723,2011/10/04 12:31:34.044,6000,2011/10/02 21:07:34.738,11119
